url,zip_code,locality,price,type_transaction,subtype_transaction,type_of_property,subtype_of_property,energy_class,heating_type,construction_year,number_of_frontages,surface_land,surface_livable_space,number_floors,building_condition,surroundings_type,furnished,nb_of_rooms,rooms_living_room,rooms_dining_room,rooms_kitchen_type_installed,rooms_kitchen_type_kitchen_surface,rooms_bedrooms_number,rooms_bedrooms_surface,rooms_bathrooms_number,rooms_toilets_number,rooms_laundry_room,rooms_office_presence,rooms_office_surface,rooms_basement_presence,rooms_basement_surface,rooms_attic,extras_open_fire,exterior_terrace_presence,exterior_terrace_surface,exterior_terrace_orientation,exterior_garden_presence,exterior_garden_surface,exterior_garden_orientation,exterior_swimming_pool
https://www.immoweb.be/en/classified/house/for-rent/leuven/3000/11309029,3000,Leuven,800.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,F,Gas,,2,,35,,Good,Urban,False,7,,,Installed,11,2,"['11', '11']",1,1,False,False,,True,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/house/for-rent/ixelles/1050/11260875,1050,Ixelles,5900.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,D,Gas,1926,2,,350,2,As new,,False,20,60,True,Hyper equipped,30,5,"['30', '18', '18', '17', '15']",4,5,True,True,,False,,False,False,False,50,,True,150,,False
https://www.immoweb.be/en/classified/house/for-rent/uccle/1180/11404409,1180,Uccle,7600.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,D,Gas,1958,2,,570,,As new,,False,13,,,Hyper equipped,,4,"['55', '32', '28', '12']",4,,True,True,,True,,False,False,False,40,,True,100,,No
https://www.immoweb.be/en/classified/apartment/for-rent/zwevegem/8550/11422564,8550,Zwevegem,630.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,B,,,,,,,,,False,6,,,False,,1,[],1,1,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/kot/for-rent/leuven/3000/11444680,3000,Leuven,610.0,FOR_RENT,RENT_REGULAR,APARTMENT,KOT,B,,,,,16,,As new,Urban,True,6,,,False,,,[],1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/bertrix/6880/11424586,6880,Bertrix,725.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A,,2020,2,,,,As new,Isolated,False,8,45,,Installed,,1,['14'],1,1,True,False,,True,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/ardooie/8850/11421794,8850,Ardooie,875.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A,,,,,100,,Good,,False,7,,,Installed,12,2,"['14', '10']",1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/exceptional-property/for-rent/waterloo/1410/8942924,1410,Waterloo,5950.0,FOR_RENT,RENT_REGULAR,HOUSE,EXCEPTIONAL_PROPERTY,B,Gas,2013,4,4000,634,,As new,"Living area (residential, urban or rural)",False,20,105,,USA hyper equipped,,6,"['35', '25', '24', '15', '15']",3,6,True,True,,True,75,False,True,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2000/11484258,2000,Antwerpen,1450.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,Gas,,1,,144,3,,,False,9,,True,Installed,,3,[],1,1,False,False,,True,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/villa/for-rent/uccle/1180/11370118,1180,Uccle,9800.0,FOR_RENT,RENT_REGULAR,HOUSE,VILLA,G,Gas,,4,3700,650,1,As new,,False,16,57,True,Hyper equipped,,5,[],4,,True,True,16,True,,False,False,True,,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/11432983,9000,Gent,1100.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,C,,,,,107,,Good,,False,7,,,False,,2,[],1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/mansion/for-rent/ixelles/1050/11461006,1050,Ixelles,3700.0,FOR_RENT,RENT_REGULAR,HOUSE,MANSION,D,Gas,,2,,300,3,Just renovated,Urban,False,14,,,USA hyper equipped,,5,"['23', '16', '15', '16', '46']",2,4,False,False,,False,,False,False,True,1,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/woluwe-saint-pierre/1150/11434170,1150,WOLUWE-SAINT-PIERRE,2300.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,D,Gas,,2,,150,6,As new,,False,12,60,True,Installed,,2,"['20', '19']",2,3,False,False,,True,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/ground-floor/for-rent/amay/4540/11432756,4540,Amay,850.0,FOR_RENT,RENT_REGULAR,APARTMENT,GROUND_FLOOR,B,Gas,,,,95,,As new,,False,7,,,Installed,,2,[],1,,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2000/11439347,2000,Antwerpen,1090.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A,,,,,74,,,,False,7,,,False,,2,[],1,,False,False,,False,,False,False,True,29,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/vilvoorde/1800/11464687,1800,Vilvoorde,640.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A+,,,,,87,,,,True,9,,,False,,2,[],2,2,False,False,,False,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/ixelles/1050/11429859,1050,IXELLES,1850.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,Electric,1954,2,,171,5,As new,,False,12,40,True,Hyper equipped,14,2,"['27', '15']",2,2,True,False,,True,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/brussels/1000/11464606,1000,Brussels,855.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A+,,,,,85,,,,True,9,,,False,,2,[],2,2,False,False,,False,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/evere/1140/11439011,1140,Evere,1300.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,B,Gas,,,,98,,As new,,False,8,,,Hyper equipped,,2,[],1,1,True,False,,True,,False,False,True,,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/oostende/8400/11468279,8400,Oostende,630.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,,,,,,,Fitted out,False,6,,,False,,,[],,,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/duplex/for-rent/oosterzele/9860/11442819,9860,Oosterzele,860.0,FOR_RENT,RENT_REGULAR,APARTMENT,DUPLEX,B,Gas,2010,3,,,1,Good,"Living area (residential, urban or rural)",False,9,32,,Installed,,2,"['16', '10']",1,2,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2600/11465050,2600,Antwerpen,1050.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,B,Gas,1965,1,,,3,Just renovated,Urban,True,7,,,Installed,,1,[],1,1,True,False,,False,,False,False,False,1,,False,,,No
https://www.immoweb.be/en/classified/house/for-rent/ronse/9600/11480983,9600,Ronse,950.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,C,,,,,,,Good,,False,9,30,,False,8,3,"['12', '10', '16']",1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/duplex/for-rent/heverlee/3001/11423967,3001,Heverlee,950.0,FOR_RENT,RENT_REGULAR,APARTMENT,DUPLEX,F,Gas,,,,125,2,Good,,False,9,32,,Installed,12,2,"['30', '17']",1,,False,False,,False,,True,False,False,,,False,,,False
https://www.immoweb.be/en/classified/house/for-rent/waregem/8790/20004471,8790,Waregem,1050.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,Not specified,Gas,,2,,,3,Just renovated,"Living area (residential, urban or rural)",True,12,,True,Installed,,3,[],1,2,True,True,,True,,True,False,True,15,,True,170,,No
https://www.immoweb.be/en/classified/house/for-rent/asper/9890/11420518,9890,Asper,1050.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,Not specified,,2024,2,175,130,,As new,Fitted out,False,9,,,False,,3,[],1,2,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/ground-floor/for-rent/ixelles/1050/11490353,1050,Ixelles,3500.0,FOR_RENT,RENT_REGULAR,APARTMENT,GROUND_FLOOR,Not specified,,,,,,,,,False,9,,,False,,2,[],1,2,True,True,,True,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/flat-studio/for-rent/brugge/8000/11106694,8000,Brugge,420.0,FOR_RENT,RENT_REGULAR,APARTMENT,FLAT_STUDIO,A,Gas,2016,,,19,,Good,,False,6,,,Installed,,,[],1,,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/kot/for-rent/gent/9000/11401040,9000,GENT,465.0,FOR_RENT,RENT_REGULAR,APARTMENT,KOT,C,,,,,,3,,,True,9,,,Hyper equipped,,3,[],,2,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/liege/4020/11389750,4020,Liège,600.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,,1,,55,,Good,Urban,False,6,,,Installed,,1,[],1,,False,False,,False,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/house/for-rent/boekhoute/9961/11491993,9961,Boekhoute,795.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,F,Fuel oil,,4,,,2,,,False,9,,,Installed,,3,[],1,2,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/erpe-mere/9420/11407276,9420,Erpe-Mere,650.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,C,Fuel oil,1964,,,75,3,Good,Urban,False,8,,,Semi equipped,,2,"['15', '10']",1,1,True,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/kot/for-rent/hasselt/3500/11049824,3500,Hasselt,400.0,FOR_RENT,RENT_REGULAR,APARTMENT,KOT,B,,,2,,24,,,,True,6,,,Not installed,,1,[],,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/duplex/for-rent/ichtegem/8480/11078441,8480,Ichtegem,725.0,FOR_RENT,RENT_REGULAR,APARTMENT,DUPLEX,F,Electric,,,,153,,As new,Fitted out,False,9,,,False,,3,[],,2,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/flat-studio/for-rent/schaerbeek/1030/8745328,1030,Schaerbeek,780.0,FOR_RENT,RENT_REGULAR,APARTMENT,FLAT_STUDIO,Not specified,Gas,,,,284,6,Just renovated,"Living area (residential, urban or rural)",True,21,62,True,Hyper equipped,,9,[],5,,True,False,,True,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/knokke-heist/8300/11182600,8300,Knokke-Heist,870.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,B,,,,,75,,,Fitted out,True,7,,True,False,,1,[],1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/antwerp/2000/11464671,2000,Antwerp,720.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A+,,,,,85,,,,True,9,,,False,,2,[],2,2,False,False,,False,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/kot/for-rent/gent/9000/11414077,9000,Gent,570.0,FOR_RENT,RENT_REGULAR,APARTMENT,KOT,Not specified,,,,,18,,As new,Fitted out,False,6,,,False,,,[],,,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/house/for-rent/eeklo/9900/11474763,9900,Eeklo,900.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,D,,,2,,,,As new,Urban,False,10,,,Installed,,4,[],1,1,False,False,,False,,True,False,True,,,False,,,False
https://www.immoweb.be/en/classified/flat-studio/for-rent/binche/7130/11487386,7130,BINCHE,600.0,FOR_RENT,RENT_REGULAR,APARTMENT,FLAT_STUDIO,D,Gas,,,,,,Good,,False,6,,,Installed,,,[],1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/waterloo/1410/11100481,1410,WATERLOO,800.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,C,Gas,2008,3,,45,1,As new,,False,7,35,,Hyper equipped,,1,[],1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/duplex/for-rent/charleroi/6042/11289066,6042,Charleroi,875.0,FOR_RENT,RENT_REGULAR,APARTMENT,DUPLEX,Not specified,Gas,,3,,75,,As new,,False,7,,,False,,2,"['15', '20']",1,1,False,False,,False,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/la-louviere/7100/10762828,7100,LA LOUVIERE,995.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A,Gas,2021,2,,89,3,As new,,False,9,41,,Installed,,2,"['14', '9']",1,1,True,False,,True,,False,False,True,6,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2170/11443918,2170,Antwerpen,895.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,Gas,,2,,85,2,As new,"Living area (residential, urban or rural)",False,9,32,,Installed,8,2,"['22', '10']",1,,True,False,,False,,False,False,True,2,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/saint-gilles/1060/11409175,1060,Saint-Gilles,1350.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,C,Gas,,2,,80,3,As new,,True,6,,,Hyper equipped,,1,[],1,1,False,False,,False,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/service-flat/for-rent/gent/9051/11203037,9051,Gent,1350.0,FOR_RENT,RENT_REGULAR,APARTMENT,SERVICE_FLAT,B,,,,,70,,Good,"Living area (residential, urban or rural)",False,8,28,,Installed,8,1,['15'],1,2,False,False,,False,,False,False,True,,,False,,,Yes
https://www.immoweb.be/en/classified/apartment/for-rent/schaarbeek/1030/11359419,1030,Schaarbeek,900.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,G,Gas,1917,2,,54,2,As new,,False,7,16,,Hyper equipped,,1,[],,1,False,False,,True,,False,True,True,2,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/beersel/1650/11166157,1650,BEERSEL,1200.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,Gas,,3,,150,,Good,,False,11,41,,Not installed,18,3,"['14', '14', '13', '10']",2,2,False,False,,True,,False,False,True,8,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2000/11412661,2000,Antwerpen,940.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,Gas,,1,,70,,,,False,7,,,False,,1,['14'],1,1,True,False,,True,,False,False,True,10,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/duinbergen/8301/11164305,8301,Duinbergen,1350.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,C,,1965,,,66,9,Good,,False,7,,,False,,2,[],1,,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/geel/2440/11040836,2440,Geel,895.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,Gas,,,,100,,As new,"Living area (residential, urban or rural)",False,9,,True,Installed,,2,[],1,1,True,False,,True,,False,False,False,25,,True,50,,No
https://www.immoweb.be/en/classified/apartment/for-rent/knokke-heist/8300/11069504,8300,Knokke-Heist,1250.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A++,,,,,99,,,Fitted out,False,9,,True,False,,2,[],2,,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/mons/7022/10745129,7022,MONS,1100.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,C,Gas,,2,,120,1,Good,,False,9,45,,Installed,,3,[],1,1,False,False,,False,,False,False,True,20,,False,,,False
https://www.immoweb.be/en/classified/penthouse/for-rent/ixelles/1050/11453871,1050,Ixelles,1400.0,FOR_RENT,RENT_REGULAR,APARTMENT,PENTHOUSE,Not specified,Gas,1930,2,,,3,As new,Urban,False,6,,,USA installed,8,1,['15'],1,1,False,False,,False,,False,False,False,25,,False,,,No
https://www.immoweb.be/en/classified/flat-studio/for-rent/leuven/3000/11311696,3000,Leuven,995.0,FOR_RENT,RENT_REGULAR,APARTMENT,FLAT_STUDIO,B,,,,,25,4,As new,,False,6,,,False,,1,[],1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/ground-floor/for-rent/liege/4000/11451471,4000,Liège,900.0,FOR_RENT,RENT_REGULAR,APARTMENT,GROUND_FLOOR,B,,,2,,90,2,As new,,False,10,,True,Installed,,2,[],,2,True,False,,True,,False,False,True,8,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2000/11342847,2000,Antwerpen,1400.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,2023,,,,6,Good,,False,7,,,False,,2,[],1,1,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/ground-floor/for-rent/ixelles/1050/11415052,1050,Ixelles,1250.0,FOR_RENT,RENT_REGULAR,APARTMENT,GROUND_FLOOR,Not specified,Gas,,2,,80,3,,,False,8,23,,Installed,,2,"['18', '12']",,,False,False,,True,,False,False,True,13,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/ixelles/1050/11398915,1050,Ixelles,1500.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,Gas,1975,4,,72,13,As new,,True,8,38,,Hyper equipped,,1,[],,1,True,False,,True,,False,False,True,54,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/linden/3210/11338021,3210,Linden,1450.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,B,Gas,,,,85,2,As new,,False,7,30,,Hyper equipped,17,1,['12'],1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/oostduinkerke/8670/11442386,8670,Oostduinkerke ,1350.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A+,Gas,,2,,120,,As new,"Living area (residential, urban or rural)",False,10,,True,False,,2,[],2,1,True,False,,True,,False,False,False,16,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/woluwe-saint-pierre/1150/11292169,1150,Woluwé-Saint-Pierre,1350.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,C,Gas,2000,2,,97,3,As new,,False,7,35,,Hyper equipped,,1,['30'],1,1,False,True,,True,,False,False,False,14,,False,,,No
https://www.immoweb.be/en/classified/duplex/for-rent/braine-lalleud/1420/11236155,1420,Braine-l'Alleud,1525.0,FOR_RENT,RENT_REGULAR,APARTMENT,DUPLEX,D,Gas,,3,,198,,,,False,10,,,False,,4,[],2,,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2000/11339804,2000,Antwerpen,1600.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,2019,,,,23,As new,,True,7,,,False,,2,[],1,1,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/duplex/for-rent/braine-lalleud/1420/11313920,1420,Braine-l'Alleud,1525.0,FOR_RENT,RENT_REGULAR,APARTMENT,DUPLEX,D,Gas,,3,,198,,,,False,10,,,False,,4,[],2,,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/knokke-heist/8300/11296365,8300,Knokke-Heist,1575.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,2023,,,88,,Good,Fitted out,False,7,,,False,,2,[],1,,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/knokke-heist/8300/11049795,8300,Knokke-Heist,1600.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,A,,2010,,,85,,As new,"Living area (residential, urban or rural)",True,8,,,False,,2,[],1,2,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/knokke-heist/8300/11405090,8300,Knokke-Heist,1800.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,C,,1965,,,92,,As new,Fitted out,False,8,,,False,,2,[],1,2,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2000/11165204,2000,Antwerpen,1800.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,2023,,,112,,,,False,11,35,True,Hyper equipped,,2,"['22', '9']",2,2,False,False,,False,,False,False,True,15,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/knokke-heist/8300/11125568,8300,Knokke-Heist,2100.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,2023,2,,110,6,Good,Urban,True,9,,,Hyper equipped,,2,[],2,2,False,False,,True,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/service-flat/for-rent/ixelles/1050/10388624,1050,Ixelles,2100.0,FOR_RENT,RENT_REGULAR,APARTMENT,SERVICE_FLAT,G,Gas,,2,,750,3,Good,,True,7,,,Not installed,,1,[],1,1,True,False,,False,,False,False,True,16,,False,,,No
https://www.immoweb.be/en/classified/penthouse/for-rent/antwerpen/2000/11449062,2000,Antwerpen,2200.0,FOR_RENT,RENT_REGULAR,APARTMENT,PENTHOUSE,A,,2018,,,135,,Good,,False,9,,,Installed,,2,"['10', '14']",1,2,True,False,,False,,False,False,False,15,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/dendermonde-baasrode/9200/11444336,9200,Dendermonde Baasrode,775.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,2022,,,95,,Good,Urban,False,6,,,Hyper equipped,,1,['12'],1,,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/ground-floor/for-rent/ixelles/1050/10789269,1050,Ixelles,3950.0,FOR_RENT,RENT_REGULAR,APARTMENT,GROUND_FLOOR,G,Gas,1995,2,,190,3,As new,,False,11,,,Hyper equipped,,2,[],2,3,True,False,,False,,False,False,True,,,False,,,Yes
https://www.immoweb.be/en/classified/villa/for-rent/middelkerke/8430/11477385,8430,Middelkerke,1050.0,FOR_RENT,RENT_REGULAR,HOUSE,VILLA,Not specified,,,4,,,2,As new,Fitted out,False,9,,True,False,,2,[],,,False,False,,False,,True,False,True,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/woluwe-saint-lambert/1200/11367961,1200,Woluwe-Saint-Lambert,2200.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,E,,,2,,,,Good,,False,12,25,,Installed,16,3,"['16', '12', '12']",,3,True,False,,True,8,False,False,True,15,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/etterbeek/1040/11402738,1040,ETTERBEEK,2250.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,F,Fuel oil,,2,,125,5,As new,,True,8,,,Installed,,3,[],,1,False,False,,True,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/house/for-rent/etterbeek/1040/11451768,1040,Etterbeek,3900.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,G,Gas,,2,,350,3,Good,,False,17,60,,Hyper equipped,,6,[],2,4,True,True,,True,,False,False,True,4,,True,80,,No
https://www.immoweb.be/en/classified/apartment/for-rent/bruxelles/1000/10444658,1000,Bruxelles,2400.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,F,Gas,,,,145,,As new,,False,9,48,,Hyper equipped,,2,"['15', '14']",1,,True,False,,True,,False,False,True,5,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/etterbeek/1040/10797024,1040,ETTERBEEK,2700.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,E,Gas,1962,2,,218,8,As new,,False,15,55,,Installed,,4,"['16', '14', '13']",3,4,False,True,22,True,,False,True,True,20,,False,,,False
https://www.immoweb.be/en/classified/duplex/for-rent/ixelles/1050/11396331,1050,Ixelles,3300.0,FOR_RENT,RENT_REGULAR,APARTMENT,DUPLEX,D,Gas,,3,,390,2,As new,,False,15,,,Hyper equipped,,4,"['25', '25', '20', '20']",3,4,True,True,25,False,,False,False,True,,,False,,,No
https://www.immoweb.be/en/classified/apartment/for-rent/uccle/1180/11372624,1180,Uccle,4500.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,B,Gas,2007,3,,380,3,Just renovated,,False,13,,,Hyper equipped,,4,[],4,,True,True,30,True,,False,False,False,60,,False,,,No
https://www.immoweb.be/en/classified/house/for-rent/charleroi/6000/11450181,6000,Charleroi,400.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,E,,,2,,,2,Good,,False,15,,,Semi equipped,,4,"['14', '14', '19', '23']",4,4,False,False,,True,,False,False,True,35,,False,,,False
https://www.immoweb.be/en/classified/villa/for-rent/rhode-saint-genese/1640/11414709,1640,Rhode-Saint-Genese,4150.0,FOR_RENT,RENT_REGULAR,HOUSE,VILLA,B,Gas,1990,4,1800,300,1,As new,,False,19,40,True,Hyper equipped,,5,"['20', '15', '15', '15', '14']",4,4,True,False,,True,,False,False,False,,,True,1500,,No
https://www.immoweb.be/en/classified/apartment/for-rent/antwerpen/2000/11339480,2000,Antwerpen,2300.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,2021,,,,23,Good,,False,8,,,Hyper equipped,,2,[],2,1,False,False,,False,,False,False,True,,,False,,,False
https://www.immoweb.be/en/classified/apartment/for-rent/woluwe-saint-lambert/1200/11482455,1200,Woluwe-Saint-Lambert,1080.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,D,Gas,,2,,75,4,Good,,True,6,,,USA hyper equipped,,1,[],1,1,False,False,,False,,False,False,False,,,False,,,False
https://www.immoweb.be/en/classified/house/for-rent/ixelles/1050/10623570,1050,Ixelles,4500.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,D,Gas,,2,,380,3,Good,,False,18,75,,Installed,,5,"['25', '20', '20', '20', '13']",4,4,True,False,,True,,False,False,False,52,,True,200,,No
https://www.immoweb.be/en/classified/apartment/for-rent/ixelles/1050/11460273,1050,Ixelles,1450.0,FOR_RENT,RENT_REGULAR,APARTMENT,APARTMENT,Not specified,,,,,,,,,False,9,,,Semi equipped,,3,[],2,1,False,False,,False,,False,False,False,,,False,,,No
https://www.immoweb.be/en/classified/house/for-rent/tervuren/3080/11422021,3080,Tervuren,2100.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,C,,1900,3,2000,230,1,As new,,False,11,,,Hyper equipped,,3,"['15', '23']",2,3,False,False,,False,,False,False,True,30,,False,,,False
https://www.immoweb.be/en/classified/villa/for-rent/ath/7802/11491394,7802,Ath,1500.0,FOR_RENT,RENT_REGULAR,HOUSE,VILLA,A,Electric,2024,3,,,1,As new,Countryside,False,9,,True,USA installed,,3,[],1,,False,False,,False,,False,False,True,12,,True,60,,No
https://www.immoweb.be/en/classified/house/for-rent/koksijde/8670/11396772,8670,Koksijde,950.0,FOR_RENT,RENT_REGULAR,HOUSE,HOUSE,A,Gas,,2,110,125,,As new,,False,9,,,False,,3,[],1,2,False,False,,False,,False,False,False,,,False,,,False
